"MESH_ID","UMLS_CUI","ICD10CM_CODE","DRESCP"
"D001907","C0006060","A77.1","Mediterranean tick fever"
"D016919","C0085436","B45.1","Cryptococcal meningitis"
"D009369","C0006826","C80.1","Cancer NOS"
"D004169","C0012561","B70.0","Fish tapeworm (infection)"
"D000756","C0002896","D64.3","Sideroblastic anemia NOS"
"D004919","C0014818","D00-D09","erythroplasia"
"D005738","C0017105","A48.0","Clostridial myonecrosis"
"D005896","C0017589","A24.0","Malleus"
"D007955","C0023501","D72.823","Leukemoid reaction NOS"
"D012805","C0037054","D57.3","Heterozygous hemoglobin S"
"D013031","C0037753","B70.1","Larval diphyllobothriasis"
"D013103","C0037889","D58.0","Acholuric (familial) jaundice"
"D013103","C0037889","D58.0","Minkowski-Chauffard syndrome"
"D054752","C1260327","C96.4","Langerhans cell sarcoma"
"D008271","C2350621","B47.0","Madura foot, mycotic"
"D000741","C0178416","D61.9","Hypoplastic anemia NOS"
"D014394","C0022415","A18.01","Tuberculous arthritis"
"D002277","C0205699","C80.0","Carcinomatosis NOS"
"D006480","C0242993","A98.5","Nephropathia epidemica"
"C536038","C0220710","E71.311","MCAD"
"C537730","C0268495","E70.321","Albinism II"
"C538068","C0268160","E74.11","Fructokinase deficiency"
"C536946","C0266039","K00.2","Taurodontism"
"C536366","C0263637","L81.7","Angioma serpiginosum"
"D004410","C0476254","F81.0","Specific reading retardation"
"D004422","C0013423","G24.1","Dystonia musculorum deformans"
"D006010","C0017922","E74.03","Forbes disease"
"D015324","C0034341","E74.4","Deficiency of pyruvate carboxylase"
"D040701","C0236816","F43.0","Psychic shock"
"D002607","C0007959","G60.0","Charcot-Marie-Tooth disease"
"D009085","C0026707","E76.219","Morquio syndrome"
"D015319","C0016756","E74.19","Fructose-1, 6-diphosphatase deficiency"
"D020961","C0752347","G31.83","Lewy body dementia"
"D001170","C0003869","M00.9","Infective arthritis NOS"
"D004393","C0013338","E23.0","Isolated deficiency of growth hormone"
"D011186","C0032807","I87.0","Postphlebitic syndrome"
"D016727","C0085270","H05.11","Pseudotumor (inflammatory) of orbit"
"D046150","C0271568","E34.3","Laron-type short stature"
"D000987","C0003431","F60.2","Asocial personality (disorder)"
"D001100","C0003708","G03","arachnoiditis NOS"
"D003147","C0009460","F80.9","Communication disorder NOS"
"D009223","C0027126","G71.11","Dystrophia myotonica [Steinert]"
"D009223","C0027126","G71.11","Steinert disease"
"D007806","C0023015","F80.9","Language disorder NOS"
"D005494","C0016412","E53.8","Folic acid deficiency"
"D007174","C0021122","F63.9","Impulse control disorder NOS"
"D010698","C0349231","F40.9","Phobic state NOS"
"D005764","C0017168","K21.9","Esophageal reflux NOS"
"D010554","C0031212","F60.9","Character disorder NOS"
"D009224","C2936781","G71.12","Dominant myotonia congenita [Thomsen disease]"
"D006953","C0020480","E78.1","Hyperprebetalipoproteinemia"
"D005117","C0340464","I49.40","Premature beats NOS"
"D006333","C0023212","I50.1","Left heart failure"
"D018880","C0033036","I49.1","Atrial premature beats"
"D003027","C0009088","G44.009","Cluster headache syndrome NOS"
"D010508","C0031085","K05.21","Periodontal abscess"
"D000474","C0002066","E70.29","Alkaptonuria"
"D001248","C0004095","H53.14","Asthenopia"
"D003424","C0678202","K50.90","Regional enteritis NOS"
"D020177","C0751757","G47.11","Idiopathic hypersomnia NOS"
"D000787","C0002962","I20.9","Cardiac angina"
"D011085","C0032460","E28.2","Stein-Leventhal syndrome"
"D043183","C0022104","K58.9","Irritable bowel syndrome NOS"
"D002527","C0007761","G11.1","Early-onset cerebellar ataxia with myoclonus [Hunt's ataxia]"
"D020389","C0751337","G71.0","Scapuloperoneal muscular dystrophy"
"D054549","C1739395","I51.81","Takotsubo cardiomyopathy"
"D004931","C0014848","K22.0","Cardiospasm"
"D008582","C0025290","G03.0","Aseptic meningitis"
"D011628","C0034012","E30.0","Delayed sexual development"
"D000788","C0002963","I20.1","Prinzmetal angina"
"D010034","C0029883","H65.9","Transudative otitis media NOS"
"D006327","C0004331","I45.89","Isorhythmic dissociation"
"D020325","C1735856","G43.1","Classical migraine"
"D012560","C0036344","F20.2","Schizophrenic flexibilitas cerea"
"D010309","C0030583","K11.2","Parotitis"
"D012133","C0035232","J98.6","Paralysis of diaphragm"
"D052456","C0473527","E78.6","Hypoalphalipoproteinemia"
"D003328","C0010072","I22","coronary (artery) thrombosis"
"D006332","C1383860","I51.7","Cardiac hypertrophy"
"D008105","C0008312","K74.3","Chronic nonsuppurative destructive cholangitis"
"D019568","C0264395","J43.0","Unilateral hyperlucent lung"
"D002188","C0024808","F12","marijuana"
"D005862","C0936244","F81.2","Developmental Gerstmann's syndrome"
"D010864","C0031925","L05.92","Coccygeal fistula"
"D010864","C0031925","L05.92","Pilonidal fistula"
"D014202","C0234376","G25.2","Intention tremor"
"D046449","C0178282","K46","intra-abdominal hernia"
"D003117","C0155016","H53.53","Deuteranopia"
"D005671","C0016873","K00.2","Fusion of teeth"
"D017091","C0162529","K55.9","Ischemic colitis"
"D001014","C0003486","I71.9","Aneurysm of aorta"
"D005058","C0151721","E29.1","Testicular hypogonadism NOS"
"D000070607","C0311337","G57.6","Morton's metatarsalgia"
"D000072716","C0596240","G89.3","Cancer associated pain"
"D001161","C0003850","I70","arteriosclerosis"
"D002825","C0008513","H30.9","Chorioretinitis NOS"
"D003719","C0011320","K00.2","Dens invaginatus"
"D003863","C0011570","F32.9","Depression NOS"
"D004381","C0013295","K26","duodenum ulcer (peptic)"
"D004688","C0014089","F98.1","Incontinence of feces of nonorganic origin"
"D005891","C0017574","K05.10","Gingivitis NOS"
"D007010","C0020625","E87.1","Sodium [Na] deficiency"
"D008068","C0023801","E88.2","Lipomatosis NOS"
"D008531","C0025160","K59.3","Dilatation of colon"
"D009157","C0026896","G70.00","Myasthenia gravis NOS"
"D009205","C0027059","I51.4","Myocarditis NOS"
"D009400","C0027719","I12","arteriosclerosis of kidney"
"D011536","C0033771","L28.2","Prurigo NOS"
"D011711","C0034212","L08.0","Suppurative dermatitis"
"D011900","C2242813","K11.6","Ranula"
"D012005","C0034888","K62.3","Prolapse of rectal mucosa"
"D012829","C0037116","J62.8","Silicosis NOS"
"D013280","C0038362","K12.1","Stomatitis NOS"
"D014077","C0040436","K03.2","Erosion of teeth NOS"
"D020335","C0221166","G82.2","Paraparesis (lower) NOS"
"D051302","C1399352","G44.03","Paroxysmal hemicrania NOS"
"C562787","C0342543","E22.8","Central precocious puberty"
"C562489","C0264511","J84.2","Lymphoid interstitial pneumonitis"
"D051302","C0393743","G44.049","Chronic paroxysmal hemicrania NOS"
"D006501","C0019147","K72.91","Hepatic coma NOS"
"D009224","C0270959","G71.12","Myotonia levior"
"D003424","C0156147","K50.1","Crohn's disease [regional enteritis] of colon"
"D006547","C0205792","K46","enterocele"
"D007027","C0016724","E23.6","Adiposogenital dystrophy"
"D000848","C0020608","K00.0","Hypodontia"
"D007418","C0030446","K56.0","Paralysis of bowel"
"D007859","C0751265","F81.9","Learning disability NOS"
"D020967","C0752355","G71.19","Myotonia fluctuans"
"C535425","C0079352","Q68.0","Congenital contracture of sternocleidomastoid (muscle)"
"C536237","C0175756","M92.5","Tibia vara"
"C562557","C0266011","Q83.3","Supernumerary nipple"
"C535679","C0266548","Q15.0","Axenfeld's anomaly"
"D000013","C0000768","Q89.9","Congenital anomaly NOS"
"D004057","C0020498","M48.1","Diffuse idiopathic skeletal hyperostosis [DISH]"
"D006623","C0019562","Q85.8","von Hippel-Lindau syndrome"
"D006819","C0020192","P22.0","Hyaline membrane disease"
"D001028","C0003516","Q21.4","Aortopulmonary window"
"D001171","C0087031","M08.2","Still's disease NOS"
"D001930","C0270611","S06.9","Brain injury NOS"
"D006958","C0020497","M89.8","Infantile cortical hyperostoses"
"D007676","C0022661","N18.9","Chronic renal failure NOS"
"D016640","C0085207","O24.4","Gestational diabetes mellitus NOS"
"D016738","C0085280","Q44.7","Alagille's syndrome"
"D010005","C0029412","M89.4","Marie-Bamberger disease"
"D009056","C0026633","Q38.6","Congenital malformation of mouth NOS"
"D005124","C0015393","Q15.9","Congenital anomaly of eye"
"D046110","C0852036","O13","gestational hypertension NOS"
"D015619","C0035238","Q34.9","Congenital anomaly of respiratory system NOS"
"D003410","C0010314","Q93.4","Cri-du-chat syndrome"
"D009357","C0027609","P96.1","Neonatal abstinence syndrome"
"D061227","C0161410","S04.7","Injury of 11th cranial nerve"
"D010580","C0031269","Q85.8","Peutz-Jeghers Syndrome"
"D002578","C0007868","N87.9","Cervical dysplasia NOS"
"D012734","C0266362","Q56.4","Ambiguous genitalia"
"D015775","C0016664","M84.3","March fracture"
"D015775","C0016664","M84.3","Stress reaction"
"D004844","C0014591","R04.0","Hemorrhage from nose"
"D005356","C0016053","M79.1","Myofascial pain syndrome"
"D013163","C0038002","R16.1","Splenomegaly NOS"
"D009261","C0027341","Q87.2","Nail patella syndrome"
"D001744","C0005683","N21.0","Urinary bladder stone"
"D007691","C0022681","Q61.5","Sponge kidney NOS"
"D003394","C0010273","Q75.1","Crouzon's disease"
"D007172","C0242350","N52.9","Impotence NOS"
"D054850","C1956089","M77.9","Bone spur NOS"
"D010985","C0032209","Q75.8","Platybasia"
"D054092","C0016522","Q21.1","Patent or persistent foramen ovale"
"D003456","C0010417","Q53.9","Cryptorchism NOS"
"D013581","C0085648","M71.3","Synovial cyst NOS"
"D003057","C0009207","Q87.1","Cockayne syndrome"
"D006343","C0018816","Q21.9","Septal (heart) defect NOS"
"D014593","C0042135","O62.2","Poor contractions"
"D000757","C0302356","Q00.0","Hemianencephaly"
"D010013","C0029434","Q78.0","Fragilitas ossium"
"D003398","C0030044","Q75.0","Acrocephaly"
"D005096","C1442903","M27.8","Exostosis"
"D056305","C0544755","M21.16","Genu varum"
"D002805","C0553730","M11.2","Chondrocalcinosis NOS"
"D023341","C0085593","R68.83","Chills NOS"
"D010310","C0030584","Q50.4","Fimbrial cyst"
"D010489","C0031037","M77.9","Periarthritis NOS"
"D014848","C0042998","N76.0","Vulvovaginitis NOS"
"D062788","C0341858","N80.0","Adenomyosis"
"D004714","C0349579","N85.02","Endometrial hyperplasia with atypia"
"D052880","C0041188","M60.0","Tropical pyomyositis"
"D006337","C0232255","R01.0","Functional cardiac murmur"
"D007989","C0011124","R68.82","Decreased sexual desire"
"D000375","C0231337","R54","Old age"
"D013746","C0270224","P71.3","Neonatal tetany NOS"
"D003390","C0153644","C72.50","Malignant neoplasm of cranial nerve NOS"
"D018805","C0036690","A41.9","Septicemia NOS"
"D006479","C0019099","A98.0","Central Asian hemorrhagic fever"
"D007244","C0021345","B27","monocytic angina"
"D014355","C0041234","B57","infection due to Trypanosoma cruzi"
"D016881","C0085407","B60.8","Microsporidiosis"
"D007562","C0376329","A81.01","vCJD"
"D005892","C0017575","A69.1","Necrotizing ulcerative (acute) gingivitis"
"D008590","C0025309","A69.22","Meningoencephalitis"
"D011041","C0032343","T65.91","Poisoning NOS"
"D014257","C0040954","B79","whipworm (disease)(infection)"
"D054312","C0085568","A31.1","Buruli ulcer"
"D003288","C0009938","T14.8","Contusion NOS"
"D011020","C1535939","B59","Pneumonia due to Pneumocystis carinii"
"D002180","C0006849","B37.9","Thrush NOS"
"D012552","C0036323","B65","snail fever"
"D014006","C0040250","B35.0","Scalp ringworm"
"D010237","C0030424","B66.4","Pulmonary distomiasis"
"D008223","C0024299","C85.9","Lymphoma NOS"
"D008223","C0024299","C85.9","Malignant lymphoma NOS"
"D006480","C0019101","A98.5","Epidemic hemorrhagic fever"
"D006480","C0019101","A98.5","Russian hemorrhagic fever"
"D014353","C0041228","B56.9","Sleeping sickness NOS"
"D014406","C0041351","A21","rabbit fever"
"D015441","C0023351","A30.1","TT leprosy"
"D008230","C0024307","C83.8","Lymphoid granulomatosis"
"D050723","C0016658","T14.8","Fracture NOS"
"D006967","C0020517","T78.40","Hypersensitivity NOS"
"D012373","C0035793","A77.0","Sao Paulo fever"
"D007102","C0040831","T69.02","Trench foot"
"D003003","C0009021","B66.1","Oriental liver fluke disease"
"D014901","C0043124","A92.30","West Nile fever NOS"
"D002771","C0008354","A00.0","Classical cholera"
"D000532","C0002351","T70.29","Hypobaropathy"
"D001734","C0005660","W50.3","Human bite"
"D002822","C0008497","C58","choriocarcinoma NOS"
"D016469","C0085082","B49","Fungemia NOS"
"D006557","C0019338","B08.5","Herpangina"
"D006620","C0019557","S72.00","Fracture of hip NOS"
"D009855","C0029001","B73","onchocerca volvulus infection"
"D012713","C0036830","T80.6","Intoxication by serum"
"D012713","C0036830","T80.6","Protein sickness"
"D012713","C0036830","T80.6","Serum rash"
"D013978","C0040185","S82.20","Fracture of tibia NOS"
"D014766","C0042749","B34.9","Viremia NOS"
"D008177","C0024131","A18.4","Lupus vulgaris NOS"
"C565143","C1852467","A81.09","Sporadic Creutzfeldt-Jakob disease"
"D008271","C2355609","B47.9","Madura foot NOS"
"D008271","C2350621","B47.0","Maduromycosis"
"D013978","C2862185","S82.24","Toddler fracture"
"D000073605","C0549160","A77.2","North Asian tick fever"
"D000562","C0002445","A06.3","Ameboma NOS"
"D007101","C0038561","T75.1","Immersion"
"D011906","C0152062","A25.0","Sodoku"
"D014382","C0275934","A18.4","Scrofuloderma"
"C538556","C1306856","D51.0","Pernicious (congenital) anemia"
"C536648","C0271829","E07.1","Pendred's syndrome"
"C537841","C0268193","D74.0","Congenital NADH-methemoglobin reductase deficiency"
"C535767","C1291386","E72.59","D-glycericacidemia"
"C537596","C0342783","E71.312","SCAD"
"C566267","C1862596","E78.6","Hypobetalipoproteinemia (familial)"
"D005166","C0015499","D68.2","Proaccelerin deficiency"
"D010260","C0030477","F60.0","Paranoid personality (disorder)"
"D019263","C0013415","F34.1","Dysthymia"
"D003291","C0009946","F44","conversion reaction"
"D004700","C0014130","E34.9","Hormone disturbance NOS"
"D007154","C0021053","D89.9","Immune disease NOS"
"D010149","C0030201","G89.18","Postoperative pain NOS"
"D011660","C0034072","I27.81","Cor pulmonale NOS"
"D012141","C0041912","J06.9","Upper respiratory infection NOS"
"D013313","C0038436","F43.1","Traumatic neurosis"
"D014806","C0042847","E53.8","Cyanocobalamin deficiency"
"D016491","C0085096","I73.9","Peripheral angiopathy NOS"
"D020178","C0877792","G47.2","Disorders of the sleep wake schedule"
"D004410","C0920296","F81.0","Developmental dyslexia"
"D009472","C0751383","E75.4","Batten disease"
"D010523","C0031117","G64","Disorder of peripheral nervous system NOS"
"D012257","C0035528","E53.0","Vitamin B2 deficiency"
"D015673","C0015674","G93.3","Benign myalgic encephalomyelitis"
"D019969","C0236733","F15","amphetamine-related disorders"
"D020363","C0338430","G13.1","Paraneoplastic limbic encephalopathy"
"D000987","C0003431","F60.2","Dissocial personality disorder"
"D006816","C0020179","G10","Huntington's chorea"
"D019958","C0012734","F91.9","Disruptive behavior disorder NOS"
"D004827","C0014544","G40.909","Epileptic fits NOS"
"D005173","C0015523","D68.1","Hemophilia C"
"D006211","C0018523","G23.0","Pigmentary pallidal degeneration"
"D009110","C0026785","F68.1","Peregrinating patient"
"D009472","C0022340","E75.4","Bielschowsky-Jansky disease"
"D001184","C0236828","F80.0","Functional speech articulation disorder"
"D009105","C0026773","F44.81","Multiple personality disorder"
"D011602","C0033931","F45.9","Psychosomatic disorder NOS"
"D015417","C0011195","G60.0","Déjérine-Sottas disease"
"D001523","C0004930","F91.9","Behavioral disorder NOS"
"D007644","C0022595","E50.8","Follicular keratosis"
"D020914","C0546264","G71.2","Fiber-type disproportion"
"D002819","C0008489","G25.5","Chorea NOS"
"D008072","C0023817","E78.3","Mixed hyperglyceridemia"
"D006953","C0020480","E78.1","Endogenous hyperglyceridemia"
"D006953","C0020480","E78.1","Fredrickson's hyperlipoproteinemia, type IV"
"D001321","C0004352","F84.0","Infantile autism"
"D001321","C0004352","F84.0","Kanner's syndrome"
"D004172","C0012569","H53.2","Double vision"
"D007889","C0042133","D25","uterine fibromyoma"
"D013920","C0040028","D47.3","Idiopathic hemorrhagic thrombocythemia"
"D015470","C0023467","C92.00","Acute myeloblastic leukemia NOS"
"D017436","C0162809","E23.0","Kallmann's syndrome"
"D000219","C0001396","I45.9","Stokes-Adams syndrome"
"D004695","C0014117","I42.4","Elastomyofibrosis"
"D019846","C0393799","G61.0","Miller Fisher Syndrome"
"D009084","C0086649","E76.22","Sanfilippo C syndrome"
"D009902","C0085582","H46.1","Retrobulbar neuritis NOS"
"D009440","C0027804","F48.8","Neurasthenia"
"D014854","C0043019","G46.3","Wallenberg syndrome"
"D006392","C0018920","D18.0","Cavernous nevus"
"D006947","C0020461","E87.5","Potassium [K] overload"
"D015494","C0036091","K11.5","Stone of salivary gland or duct"
"D016116","C0080024","E70.39","Piebaldism"
"D020968","C0221759","G54.5","Parsonage-Aldren-Turner syndrome"
"D000789","C0002965","I20.0","Intermediate coronary syndrome"
"D002037","C0006384","I45.4","Bundle-branch block NOS"
"D020246","C0149871","I82.40","DVT NOS"
"D020246","C0149871","I82.40","Deep vein thrombosis NOS"
"D055652","C0272302","D69.1","Grey platelet syndrome"
"D007826","C0023066","J38.5","Laryngismus (stridulus)"
"D004940","C0014866","K22.2","Stenosis of esophagus"
"D006950","C0020474","E78.4","Familial combined hyperlipidemia"
"D008881","C0149931","G43.909","Migraine NOS"
"D018366","C0151436","D69.0","Allergic vasculitis"
"D010040","C0029899","H80","Otospongiosis"
"D010437","C0030920","K27","peptic ulcer NOS"
"D052879","C0221065","G32.0","Dana-Putnam syndrome"
"D012562","C0036347","F20.1","Hebephrenic schizophrenia"
"D014927","C0043202","I45.6","Wolff-Parkinson-White syndrome"
"D013132","C0270749","G11.9","Hereditary cerebellar ataxia NOS"
"D011004","C0032249","D50.1","Plummer-Vinson syndrome"
"D000142","C0001127","E87.2","Respiratory acidosis"
"D010845","C0031880","E66.2","Pickwickian syndrome"
"D014987","C0043352","K11.7","Xerostomia"
"D054537","C0004245","I44.3","Atrioventricular block NOS"
